"statistic","seed","mr_level_pct","estimate","se","n_rows","eps_max","true_value","bias"
"otp",20260439,8,0.0287116599966413,0.000994730479723444,2160,1.68929801702689e-08,0.03,-0.00128834000335865
"reciprocity",20260439,8,0.0893311411489117,0.00701051759147014,2160,1.68929801702689e-08,0.1,-0.0106688588510883
"same_group",20260439,8,0.453029691929748,0.0570594187642585,2160,1.68929801702689e-08,0.4,0.0530296919297477
"baseline",20260439,16,-4.89162634922033,0.0523016392249774,2320,1.68929801702689e-08,-5,0.108373650779671
"difference_active",20260439,16,0.098629266970642,0.023697859725427,2320,1.68929801702689e-08,0.15,-0.051370733029358
"inertia",20260439,16,0.0361967523704494,0.0069613618188964,2320,1.68929801702689e-08,0.02,0.0161967523704494
"otp",20260439,16,0.0264049672846083,0.00092252113061915,2320,1.68929801702689e-08,0.03,-0.0035950327153917
"reciprocity",20260439,16,0.0779800726649333,0.00690460119536574,2320,1.68929801702689e-08,0.1,-0.0220199273350667
"same_group",20260439,16,0.410773623223896,0.0537152577751805,2320,1.68929801702689e-08,0.4,0.0107736232238957
"baseline",20260439,24,-4.80759409193145,0.0495372121710779,2480,1.68929801702689e-08,-5,0.192405908068552
"difference_active",20260439,24,0.0869143438257279,0.0230084406529807,2480,1.68929801702689e-08,0.15,-0.0630856561742721
"inertia",20260439,24,0.0310215948415778,0.00542186804612537,2480,1.68929801702689e-08,0.02,0.0110215948415778
"otp",20260439,24,0.0252957237891368,0.000817453268377208,2480,1.68929801702689e-08,0.03,-0.00470427621086323
"reciprocity",20260439,24,0.0831282611969382,0.00536459301135258,2480,1.68929801702689e-08,0.1,-0.0168717388030618
"same_group",20260439,24,0.326477589283301,0.0507684636122216,2480,1.68929801702689e-08,0.4,-0.0735224107166988
"baseline",20260440,0,-4.98981477181211,0.0571819918684692,2000,2.74408791369751e-06,-5,0.0101852281878854
"difference_active",20260440,0,0.134286429915143,0.0237179226390013,2000,2.74408791369751e-06,0.15,-0.0157135700848565
"inertia",20260440,0,0.0245623299377825,0.00904805920616779,2000,2.74408791369751e-06,0.02,0.0045623299377825
"otp",20260440,0,0.032447596601143,0.0013762629213705,2000,2.74408791369751e-06,0.03,0.00244759660114301
"reciprocity",20260440,0,0.087053352753862,0.00832122812672808,2000,2.74408791369751e-06,0.1,-0.012946647246138
"same_group",20260440,0,0.413117152362058,0.0509015184022954,2000,2.74408791369751e-06,0.4,0.0131171523620581
"baseline",20260440,2,-4.9624583154382,0.0565168860408582,2040,2.74408791369751e-06,-5,0.0375416845618028
"difference_active",20260440,2,0.134830562230408,0.0235029535671358,2040,2.74408791369751e-06,0.15,-0.015169437769592
"inertia",20260440,2,0.0264045413692137,0.00888466382240754,2040,2.74408791369751e-06,0.02,0.00640454136921372
"otp",20260440,2,0.0317612490876911,0.00134265427860181,2040,2.74408791369751e-06,0.03,0.00176124908769107
"reciprocity",20260440,2,0.0829328500305042,0.00824122155285058,2040,2.74408791369751e-06,0.1,-0.0170671499694958
"same_group",20260440,2,0.405624246918047,0.0503172373041489,2040,2.74408791369751e-06,0.4,0.00562424691804697
"baseline",20260440,8,-4.88748790358155,0.0549383567834639,2160,2.74408791369751e-06,-5,0.11251209641845
"difference_active",20260440,8,0.116897990598819,0.0229412161880462,2160,2.74408791369751e-06,0.15,-0.0331020094011811
"inertia",20260440,8,0.0200604963765821,0.00887181409211479,2160,2.74408791369751e-06,0.02,6.04963765820782e-05
"otp",20260440,8,0.0302170231908113,0.00125998790501308,2160,2.74408791369751e-06,0.03,0.000217023190811311
"reciprocity",20260440,8,0.0839151416175496,0.00808166443137433,2160,2.74408791369751e-06,0.1,-0.0160848583824504
"same_group",20260440,8,0.394536009710631,0.0486361189114482,2160,2.74408791369751e-06,0.4,-0.00546399028936867
"baseline",20260440,16,-4.80486923501881,0.052619693851376,2320,2.74408791369751e-06,-5,0.195130764981193
"difference_active",20260440,16,0.133548330847465,0.0220860322786542,2320,2.74408791369751e-06,0.15,-0.0164516691525354
"inertia",20260440,16,0.0335495282440958,0.00783111434924086,2320,2.74408791369751e-06,0.02,0.0135495282440958
"otp",20260440,16,0.0271002316774345,0.00111982414123779,2320,2.74408791369751e-06,0.03,-0.00289976832256552
"reciprocity",20260440,16,0.0667003676906925,0.00743952712344011,2320,2.74408791369751e-06,0.1,-0.0332996323093075
"same_group",20260440,16,0.35157962397179,0.0462988994436065,2320,2.74408791369751e-06,0.4,-0.0484203760282098
"baseline",20260440,24,-4.72546458264747,0.0510243438888084,2480,2.74408791369751e-06,-5,0.274535417352534
"difference_active",20260440,24,0.123203466329024,0.0214038915836482,2480,2.74408791369751e-06,0.15,-0.0267965336709765
"inertia",20260440,24,0.0289566915222642,0.00763778679538105,2480,2.74408791369751e-06,0.02,0.00895669152226422
"otp",20260440,24,0.0253240929677948,0.00102678001644153,2480,2.74408791369751e-06,0.03,-0.00467590703220525
"reciprocity",20260440,24,0.070014927253146,0.00710965901131188,2480,2.74408791369751e-06,0.1,-0.029985072746854
"same_group",20260440,24,0.318637683785808,0.0444420528094325,2480,2.74408791369751e-06,0.4,-0.0813623162141922
"baseline",20260441,0,-5.00845023360722,0.0541788638685156,2000,3.41060513164848e-14,-5,-0.00845023360721875
"difference_active",20260441,0,0.176062496898939,0.0179448630333205,2000,3.41060513164848e-14,0.15,0.0260624968989392
"inertia",20260441,0,0.0168746504449045,0.00717974792273826,2000,3.41060513164848e-14,0.02,-0.00312534955509545
"otp",20260441,0,0.0290937864264081,0.00146649766922146,2000,3.41060513164848e-14,0.03,-0.000906213573591868
"reciprocity",20260441,0,0.102237817227024,0.00714602160421076,2000,3.41060513164848e-14,0.1,0.00223781722702358
"same_group",20260441,0,0.369216264848761,0.051256833790359,2000,3.41060513164848e-14,0.4,-0.0307837351512387
"baseline",20260441,2,-4.98396083009414,0.053573769891652,2040,3.41060513164848e-14,-5,0.0160391699058557
"difference_active",20260441,2,0.168526453430769,0.0176799549108681,2040,3.41060513164848e-14,0.15,0.0185264534307695
"inertia",20260441,2,0.0261752189980144,0.00644313893431654,2040,3.41060513164848e-14,0.02,0.0061752189980144
"otp",20260441,2,0.0299525057735205,0.00143921974240597,2040,3.41060513164848e-14,0.03,-4.74942264795074e-05
"reciprocity",20260441,2,0.0918959323501743,0.00639943857064753,2040,3.41060513164848e-14,0.1,-0.00810406764982574
"same_group",20260441,2,0.340202073067596,0.0504685328975798,2040,3.41060513164848e-14,0.4,-0.0597979269324039
"baseline",20260441,8,-4.8887425971528,0.0510257673415834,2160,3.41060513164848e-14,-5,0.111257402847205
"difference_active",20260441,8,0.157441062132926,0.0172042750298472,2160,3.41060513164848e-14,0.15,0.00744106213292567
"inertia",20260441,8,0.0226905693606425,0.00675026772705947,2160,3.41060513164848e-14,0.02,0.00269056936064246
"otp",20260441,8,0.0272831772544648,0.00126449109701732,2160,3.41060513164848e-14,0.03,-0.00271682274553519
"reciprocity",20260441,8,0.0949091172127828,0.00670943807966583,2160,3.41060513164848e-14,0.1,-0.00509088278721717
"same_group",20260441,8,0.299626182839837,0.0486914327646886,2160,3.41060513164848e-14,0.4,-0.100373817160163
"baseline",20260441,16,-4.76378556149149,0.0491547435049778,2320,3.41060513164848e-14,-5,0.236214438508509
"difference_active",20260441,16,0.129422783066376,0.0164012683041871,2320,3.41060513164848e-14,0.15,-0.020577216933624
"inertia",20260441,16,0.0510073439252098,0.00514097423996965,2320,3.41060513164848e-14,0.02,0.0310073439252098
"otp",20260441,16,0.0258296794921387,0.00115827774422759,2320,3.41060513164848e-14,0.03,-0.00417032050786126
"reciprocity",20260441,16,0.0650275485016152,0.00509789656615698,2320,3.41060513164848e-14,0.1,-0.0349724514983848
"same_group",20260441,16,0.243344113569327,0.0463993047528399,2320,3.41060513164848e-14,0.4,-0.156655886430673
"baseline",20260441,24,-4.72153423320267,0.0476809674718637,2480,3.41060513164848e-14,-5,0.278465766797333
"difference_active",20260441,24,0.121895282069456,0.0157798232179174,2480,3.41060513164848e-14,0.15,-0.0281047179305436
"inertia",20260441,24,0.0482291847757564,0.00661377341240146,2480,3.41060513164848e-14,0.02,0.0282291847757564
"otp",20260441,24,0.0250938392041716,0.00102897255203729,2480,3.41060513164848e-14,0.03,-0.00490616079582837
"reciprocity",20260441,24,0.0682257733915874,0.0065709482908866,2480,3.41060513164848e-14,0.1,-0.0317742266084126
"same_group",20260441,24,0.221005388041711,0.0443529171175455,2480,3.41060513164848e-14,0.4,-0.178994611958289
"baseline",20260442,0,-5.00452394690404,0.0565010205402034,2000,7.18688681899948e-09,-5,-0.00452394690403679
"difference_active",20260442,0,0.187785529541059,0.0288671720964242,2000,7.18688681899948e-09,0.15,0.037785529541059
"inertia",20260442,0,0.015702825628606,0.00776054238968307,2000,7.18688681899948e-09,0.02,-0.00429717437139396
"otp",20260442,0,0.0297163543828728,0.00123807197319731,2000,7.18688681899948e-09,0.03,-0.000283645617127199
"reciprocity",20260442,0,0.10589428685272,0.00766786765204235,2000,7.18688681899948e-09,0.1,0.00589428685271975
"same_group",20260442,0,0.361130526039009,0.048369344465952,2000,7.18688681899948e-09,0.4,-0.0388694739609909
"baseline",20260442,2,-4.98017032648206,0.055972598103782,2040,7.18688681899948e-09,-5,0.0198296735179433
"difference_active",20260442,2,0.190641884588113,0.0285386878625715,2040,7.18688681899948e-09,0.15,0.0406418845881127
"inertia",20260442,2,0.0208504626537093,0.00712697920214902,2040,7.18688681899948e-09,0.02,0.000850462653709267
"otp",20260442,2,0.029004669281377,0.00120140613475623,2040,7.18688681899948e-09,0.03,-0.000995330718622955
"reciprocity",20260442,2,0.0993804771783413,0.00703007504715406,2040,7.18688681899948e-09,0.1,-0.000619522821658683
"same_group",20260442,2,0.350226860674116,0.0477276385263522,2040,7.18688681899948e-09,0.4,-0.0497731393258836
"baseline",20260442,8,-4.90011828479904,0.0540674155899563,2160,7.18688681899948e-09,-5,0.0998817152009606
"difference_active",20260442,8,0.170025272663861,0.0276376184934107,2160,7.18688681899948e-09,0.15,0.020025272663861
"inertia",20260442,8,0.0166408946328722,0.00738547114752317,2160,7.18688681899948e-09,0.02,-0.00335910536712784
"otp",20260442,8,0.0269987898031356,0.00109951860079173,2160,7.18688681899948e-09,0.03,-0.00300121019686437
"reciprocity",20260442,8,0.104646438892983,0.00730094909557295,2160,7.18688681899948e-09,0.1,0.00464643889298252
"same_group",20260442,8,0.309505244558028,0.0459788620980802,2160,7.18688681899948e-09,0.4,-0.0904947554419721
"baseline",20260442,16,-4.7953737416151,0.0516135216411405,2320,7.18688681899948e-09,-5,0.204626258384902
"difference_active",20260442,16,0.165078389160595,0.0267503563019949,2320,7.18688681899948e-09,0.15,0.0150783891605947
"inertia",20260442,16,0.0217011122684738,0.00755128996061542,2320,7.18688681899948e-09,0.02,0.00170111226847383
"otp",20260442,16,0.0244382179484428,0.000963968302118562,2320,7.18688681899948e-09,0.03,-0.00556178205155716
"reciprocity",20260442,16,0.0964816195327398,0.00753082800839412,2320,7.18688681899948e-09,0.1,-0.00351838046726016
"same_group",20260442,16,0.272543150859576,0.0442088586465985,2320,7.18688681899948e-09,0.4,-0.127456849140424
"baseline",20260442,24,-4.70897049635187,0.0498086905756298,2480,7.18688681899948e-09,-5,0.29102950364813
"difference_active",20260442,24,0.133412768436749,0.0257409086123162,2480,7.18688681899948e-09,0.15,-0.0165872315632512
"inertia",20260442,24,0.0310028344515769,0.00752821359053883,2480,7.18688681899948e-09,0.02,0.0110028344515769
"otp",20260442,24,0.0228646473315149,0.000883814928695301,2480,7.18688681899948e-09,0.03,-0.00713535266848512
"reciprocity",20260442,24,0.0846931834388863,0.00751609422235088,2480,7.18688681899948e-09,0.1,-0.0153068165611137
"same_group",20260442,24,0.26573433821456,0.0425914124857389,2480,7.18688681899948e-09,0.4,-0.13426566178544
"baseline",20260445,0,-4.94248570043819,0.0598120858337355,2000,4.83034477838373e-07,-5,0.0575142995618112
"difference_active",20260445,0,0.129340086461106,0.0234184443644792,2000,4.83034477838373e-07,0.15,-0.0206599135388943
"inertia",20260445,0,0.0232882116244012,0.00714672388785854,2000,4.83034477838373e-07,0.02,0.00328821162440123
"otp",20260445,0,0.0306549324874998,0.00123949847643071,2000,4.83034477838373e-07,0.03,0.000654932487499843
"reciprocity",20260445,0,0.095694450359384,0.00687072893842081,2000,4.83034477838373e-07,0.1,-0.004305549640616
"same_group",20260445,0,0.414105559194627,0.0500955162099411,2000,4.83034477838373e-07,0.4,0.0141055591946274
"baseline",20260445,2,-4.91261478322346,0.0590441959714308,2040,4.83034477838373e-07,-5,0.0873852167765357
"difference_active",20260445,2,0.127220102375572,0.0231524803175744,2040,4.83034477838373e-07,0.15,-0.0227798976244277
"inertia",20260445,2,0.0244455985257479,0.00709808734820503,2040,4.83034477838373e-07,0.02,0.00444559852574785
"otp",20260445,2,0.0299590033032436,0.0012044899659034,2040,4.83034477838373e-07,0.03,-4.09966967563902e-05
"reciprocity",20260445,2,0.0932838487352615,0.00678930080247742,2040,4.83034477838373e-07,0.1,-0.00671615126473851
"same_group",20260445,2,0.400064594685729,0.0494340674286896,2040,4.83034477838373e-07,0.4,6.45946857285584e-05
"baseline",20260445,8,-4.83638484837864,0.0572661958209873,2160,4.83034477838373e-07,-5,0.163615151621364
"difference_active",20260445,8,0.113523215062323,0.022469910964795,2160,4.83034477838373e-07,0.15,-0.0364767849376768
"inertia",20260445,8,0.0285021357647478,0.00662865722815631,2160,4.83034477838373e-07,0.02,0.00850213576474783
"otp",20260445,8,0.0279213787444613,0.00110739790582753,2160,4.83034477838373e-07,0.03,-0.00207862125553869
"reciprocity",20260445,8,0.0883464517108968,0.00632926084325989,2160,4.83034477838373e-07,0.1,-0.0116535482891032
"same_group",20260445,8,0.380492461642374,0.047745918983299,2160,4.83034477838373e-07,0.4,-0.0195075383576264
"baseline",20260445,16,-4.73530451943917,0.0549967754581721,2320,4.83034477838373e-07,-5,0.264695480560827
"difference_active",20260445,16,0.106680999364538,0.0217276144287165,2320,4.83034477838373e-07,0.15,-0.0433190006354616
"inertia",20260445,16,0.0270854523097477,0.00604493475543779,2320,4.83034477838373e-07,0.02,0.00708545230974767
"otp",20260445,16,0.0252052087722324,0.000986042888197376,2320,4.83034477838373e-07,0.03,-0.00479479122776763
"reciprocity",20260445,16,0.086979032124455,0.0057782979298326,2320,4.83034477838373e-07,0.1,-0.013020967875545
"same_group",20260445,16,0.342946293763184,0.0456201700098156,2320,4.83034477838373e-07,0.4,-0.0570537062368156
"baseline",20260445,24,-4.64442784186199,0.0528784811771803,2480,4.83034477838373e-07,-5,0.355572158138014
"difference_active",20260445,24,0.103642968805458,0.0208992653917646,2480,4.83034477838373e-07,0.15,-0.0463570311945423
"inertia",20260445,24,0.031628795313347,0.00638252609344643,2480,4.83034477838373e-07,0.02,0.011628795313347
"otp",20260445,24,0.02248167404149,0.000897541206221124,2480,4.83034477838373e-07,0.03,-0.00751832595850996
"reciprocity",20260445,24,0.0841785908386134,0.00624728946319688,2480,4.83034477838373e-07,0.1,-0.0158214091613866
"same_group",20260445,24,0.298086349700708,0.0436587933113637,2480,4.83034477838373e-07,0.4,-0.101913650299292
"baseline",20260447,0,-5.06367637615219,0.0583084579394588,2000,4.5820369791727e-07,-5,-0.0636763761521895
"difference_active",20260447,0,0.159401898168647,0.0253329991354328,2000,4.5820369791727e-07,0.15,0.00940189816864712
"inertia",20260447,0,0.0122759222940927,0.0101240776391991,2000,4.5820369791727e-07,0.02,-0.0077240777059073
"otp",20260447,0,0.0327217584429179,0.00124437507443887,2000,4.5820369791727e-07,0.03,0.00272175844291787
"reciprocity",20260447,0,0.105870214961294,0.0101736578703668,2000,4.5820369791727e-07,0.1,0.00587021496129363
"same_group",20260447,0,0.352183954908679,0.0518829518199115,2000,4.5820369791727e-07,0.4,-0.0478160450913214
"baseline",20260447,2,-5.03393801946854,0.0576724193368296,2040,4.5820369791727e-07,-5,-0.0339380194685432
"difference_active",20260447,2,0.156871605022856,0.025107009508824,2040,4.5820369791727e-07,0.15,0.00687160502285569
"inertia",20260447,2,0.0149051537166135,0.00997240836506822,2040,4.5820369791727e-07,0.02,-0.00509484628338653
"otp",20260447,2,0.0317468477407435,0.00121337946830706,2040,4.5820369791727e-07,0.03,0.00174684774074352
"reciprocity",20260447,2,0.102301450596502,0.00999486152700417,2040,4.5820369791727e-07,0.1,0.00230145059650197
"same_group",20260447,2,0.344233189758173,0.0511411302484186,2040,4.5820369791727e-07,0.4,-0.0557668102418272
"baseline",20260447,8,-4.94879591873564,0.0556096570818848,2160,4.5820369791727e-07,-5,0.051204081264359
"difference_active",20260447,8,0.138669286248026,0.024458493652744,2160,4.5820369791727e-07,0.15,-0.0113307137519741
"inertia",20260447,8,0.0168891483986096,0.00959799776242546,2160,4.5820369791727e-07,0.02,-0.00311085160139036
"otp",20260447,8,0.029972247893843,0.00111503784641303,2160,4.5820369791727e-07,0.03,-2.77521061569606e-05
"reciprocity",20260447,8,0.0976878450605051,0.00960051255041353,2160,4.5820369791727e-07,0.1,-0.00231215493949494
"same_group",20260447,8,0.305212554001825,0.0490271054475461,2160,4.5820369791727e-07,0.4,-0.0947874459981747
"baseline",20260447,16,-4.89123944705107,0.0539719661673575,2320,4.5820369791727e-07,-5,0.108760552948931
"difference_active",20260447,16,0.141238453023242,0.023646051969665,2320,4.5820369791727e-07,0.15,-0.00876154697675752
"inertia",20260447,16,0.00179509010894989,0.00962030543692851,2320,4.5820369791727e-07,0.02,-0.0182049098910501
"otp",20260447,16,0.0291513192815803,0.00101388798393664,2320,4.5820369791727e-07,0.03,-0.00084868071841971
"reciprocity",20260447,16,0.0993220180237631,0.00969360396488271,2320,4.5820369791727e-07,0.1,-0.000677981976236919
"same_group",20260447,16,0.288359271964038,0.0469919387052995,2320,4.5820369791727e-07,0.4,-0.111640728035962
"baseline",20260447,24,-4.77448382264882,0.0515657644674795,2480,4.5820369791727e-07,-5,0.22551617735118
"difference_active",20260447,24,0.120247628495758,0.0229310962910865,2480,4.5820369791727e-07,0.15,-0.0297523715042422
"inertia",20260447,24,0.0342456473922333,0.00799202968416758,2480,4.5820369791727e-07,0.02,0.0142456473922333
"otp",20260447,24,0.0251355008408964,0.00092044484171851,2480,4.5820369791727e-07,0.03,-0.0048644991591036
"reciprocity",20260447,24,0.0759578907909485,0.00786214305163616,2480,4.5820369791727e-07,0.1,-0.0240421092090515
"same_group",20260447,24,0.26689300158115,0.0451314496584951,2480,4.5820369791727e-07,0.4,-0.13310699841885
"baseline",20260449,0,-5.03259275331366,0.0582509417085036,2000,2.38575684647913e-06,-5,-0.0325927533136587
"difference_active",20260449,0,0.177567840418217,0.0344934285138228,2000,2.38575684647913e-06,0.15,0.0275678404182172
"inertia",20260449,0,0.0174536770402207,0.0124075750931151,2000,2.38575684647913e-06,0.02,-0.00254632295977927
"otp",20260449,0,0.027830830274475,0.0015317372406012,2000,2.38575684647913e-06,0.03,-0.00216916972552498
"reciprocity",20260449,0,0.120044110636047,0.012031293217448,2000,2.38575684647913e-06,0.1,0.0200441106360471
"same_group",20260449,0,0.423845063301123,0.0512740666953363,2000,2.38575684647913e-06,0.4,0.0238450633011232
"baseline",20260449,2,-5.00675127615467,0.0575680027249637,2040,2.38575684647913e-06,-5,-0.00675127615467375
"difference_active",20260449,2,0.172904175280801,0.0341612867953284,2040,2.38575684647913e-06,0.15,0.022904175280801
"inertia",20260449,2,0.0147197687708429,0.0122253685790829,2040,2.38575684647913e-06,0.02,-0.00528023122915707
"otp",20260449,2,0.0274182158959014,0.00149353710734528,2040,2.38575684647913e-06,0.03,-0.00258178410409859
"reciprocity",20260449,2,0.119234291374104,0.0118104979117354,2040,2.38575684647913e-06,0.1,0.0192342913741036
"same_group",20260449,2,0.416154846449892,0.0506682561815638,2040,2.38575684647913e-06,0.4,0.0161548464498923
"baseline",20260449,8,-4.92411803628176,0.0556288572516803,2160,2.38575684647913e-06,-5,0.0758819637182429
"difference_active",20260449,8,0.15843089056836,0.0332309812230452,2160,2.38575684647913e-06,0.15,0.00843089056836044
"inertia",20260449,8,0.0218805643760399,0.0116171521626241,2160,2.38575684647913e-06,0.02,0.00188056437603994
"otp",20260449,8,0.0251140026033822,0.00139859947945686,2160,2.38575684647913e-06,0.03,-0.00488599739661777
"reciprocity",20260449,8,0.11086203001702,0.0113258578589899,2160,2.38575684647913e-06,0.1,0.0108620300170201
"same_group",20260449,8,0.391602271055861,0.0490960595012143,2160,2.38575684647913e-06,0.4,-0.00839772894413948
"baseline",20260449,16,-4.84162450433525,0.0532722648254845,2320,2.38575684647913e-06,-5,0.158375495664754
"difference_active",20260449,16,0.163398443856408,0.0318491277186921,2320,2.38575684647913e-06,0.15,0.0133984438564083
"inertia",20260449,16,0.0317574840034389,0.0101803994003973,2320,2.38575684647913e-06,0.02,0.0117574840034389
"otp",20260449,16,0.024327217052611,0.00124952793053808,2320,2.38575684647913e-06,0.03,-0.00567278294738903
"reciprocity",20260449,16,0.0824572672882206,0.00979068989865109,2320,2.38575684647913e-06,0.1,-0.0175427327117794
"same_group",20260449,16,0.368240509710247,0.0468511372666161,2320,2.38575684647913e-06,0.4,-0.0317594902897526
"baseline",20260449,24,-4.7657536557089,0.0517540184096772,2480,2.38575684647913e-06,-5,0.234246344291098
"difference_active",20260449,24,0.141089475619997,0.0308125603427716,2480,2.38575684647913e-06,0.15,-0.00891052438000309
"inertia",20260449,24,0.0175220123677998,0.0102175227272837,2480,2.38575684647913e-06,0.02,-0.00247798763220016
"otp",20260449,24,0.0226746909990427,0.00114873440477634,2480,2.38575684647913e-06,0.03,-0.0073253090009573
"reciprocity",20260449,24,0.0846703206009623,0.00961266928141698,2480,2.38575684647913e-06,0.1,-0.0153296793990377
"same_group",20260449,24,0.370661266944958,0.0450629030997301,2480,2.38575684647913e-06,0.4,-0.0293387330550419
"baseline",20260446,0,-5.06292831905303,0.0544656488588601,2000,5.15882447871263e-11,-5,-0.0629283190530305
"difference_active",20260446,0,0.165805104997612,0.0267520587677785,2000,5.15882447871263e-11,0.15,0.0158051049976123
"inertia",20260446,0,0.0149767901324172,0.00831675561977102,2000,5.15882447871263e-11,0.02,-0.00502320986758277
"otp",20260446,0,0.0309106189057202,0.00117206002528712,2000,5.15882447871263e-11,0.03,0.000910618905720154
"reciprocity",20260446,0,0.102542739001373,0.00823211844253399,2000,5.15882447871263e-11,0.1,0.00254273900137267
"same_group",20260446,0,0.411936533381926,0.0523769917767564,2000,5.15882447871263e-11,0.4,0.0119365333819257
"baseline",20260446,2,-5.03163294727288,0.053740497099104,2040,5.15882447871263e-11,-5,-0.0316329472728771
"difference_active",20260446,2,0.158491862718136,0.0264755367381889,2040,5.15882447871263e-11,0.15,0.0084918627181356
"inertia",20260446,2,0.0151625653517654,0.00790396200502305,2040,5.15882447871263e-11,0.02,-0.00483743464823463
"otp",20260446,2,0.0305278913978282,0.0011369741280401,2040,5.15882447871263e-11,0.03,0.000527891397828197
"reciprocity",20260446,2,0.101555137510542,0.00781265767281599,2040,5.15882447871263e-11,0.1,0.00155513751054191
"same_group",20260446,2,0.395169110054417,0.0515681040323348,2040,5.15882447871263e-11,0.4,-0.00483088994558262
"baseline",20260450,0,-5.0681910044938,0.0567930494666432,2000,2.27384774120765e-06,-5,-0.0681910044937997
"difference_active",20260450,0,0.171858720437126,0.0268159588004828,2000,2.27384774120765e-06,0.15,0.0218587204371259
"inertia",20260450,0,0.0139397286242489,0.0112087174151289,2000,2.27384774120765e-06,0.02,-0.00606027137575111
"otp",20260450,0,0.0315369743421667,0.00143186985336024,2000,2.27384774120765e-06,0.03,0.00153697434216672
"reciprocity",20260450,0,0.0991019350313586,0.0105485721338652,2000,2.27384774120765e-06,0.1,-0.000898064968641379
"same_group",20260450,0,0.406899715277383,0.0499361455752447,2000,2.27384774120765e-06,0.4,0.00689971527738298
"baseline",20260446,8,-4.95820757384517,0.0520022012508162,2160,5.15882447871263e-11,-5,0.0417924261548324
"difference_active",20260446,8,0.156316727718785,0.0258078742212449,2160,5.15882447871263e-11,0.15,0.00631672771878525
"inertia",20260446,8,0.0226098906437603,0.00765065352994629,2160,5.15882447871263e-11,0.02,0.00260989064376028
"otp",20260446,8,0.0279321392228844,0.00102529144304995,2160,5.15882447871263e-11,0.03,-0.00206786077711561
"reciprocity",20260446,8,0.0951180171205088,0.0075687721269634,2160,5.15882447871263e-11,0.1,-0.00488198287949125
"same_group",20260446,8,0.372460626576509,0.0497899196207322,2160,5.15882447871263e-11,0.4,-0.0275393734234911
"baseline",20260450,2,-5.0365917640459,0.0559605059977078,2040,2.27384774120765e-06,-5,-0.0365917640458999
"difference_active",20260450,2,0.164913686058925,0.0265463826731402,2040,2.27384774120765e-06,0.15,0.0149136860589246
"inertia",20260450,2,0.013807854697978,0.0110674179312392,2040,2.27384774120765e-06,0.02,-0.00619214530202197
"otp",20260450,2,0.03082000596871,0.00139906917886375,2040,2.27384774120765e-06,0.03,0.000820005968710045
"reciprocity",20260450,2,0.097078533883886,0.0104422269979359,2040,2.27384774120765e-06,0.1,-0.00292146611611402
"same_group",20260450,2,0.398332498516637,0.0494227289843194,2040,2.27384774120765e-06,0.4,-0.00166750148336298
"baseline",20260450,8,-4.96654903218334,0.0545196359551434,2160,2.27384774120765e-06,-5,0.0334509678166643
"difference_active",20260450,8,0.156967526087862,0.0258734591779096,2160,2.27384774120765e-06,0.15,0.00696752608786161
"inertia",20260450,8,0.0186756352693877,0.010448078959434,2160,2.27384774120765e-06,0.02,-0.00132436473061228
"otp",20260450,8,0.0284389193134215,0.0012901040882542,2160,2.27384774120765e-06,0.03,-0.00156108068657847
"reciprocity",20260450,8,0.0940036777875585,0.00981900667142489,2160,2.27384774120765e-06,0.1,-0.00599632221244148
"same_group",20260450,8,0.372909341028673,0.047494743775551,2160,2.27384774120765e-06,0.4,-0.0270906589713272
"baseline",20260446,16,-4.87796131135817,0.050105158583539,2320,5.15882447871263e-11,-5,0.122038688641833
"difference_active",20260446,16,0.151042762451583,0.0246913836403128,2320,5.15882447871263e-11,0.15,0.00104276245158269
"inertia",20260446,16,0.0289333431186513,0.00737561872784194,2320,5.15882447871263e-11,0.02,0.00893334311865129
"otp",20260446,16,0.0266770021204362,0.000952852127740609,2320,5.15882447871263e-11,0.03,-0.00332299787956379
"reciprocity",20260446,16,0.0851210461220863,0.00729360269731039,2320,5.15882447871263e-11,0.1,-0.0148789538779137
"same_group",20260446,16,0.313917912262552,0.0470871462752617,2320,5.15882447871263e-11,0.4,-0.0860820877374476
"baseline",20260450,16,-4.89931059069527,0.0526594020889115,2320,2.27384774120765e-06,-5,0.100689409304734
"difference_active",20260450,16,0.169248233764207,0.0250882284565424,2320,2.27384774120765e-06,0.15,0.0192482337642074
"inertia",20260450,16,0.0166194575130405,0.00988795245754702,2320,2.27384774120765e-06,0.02,-0.00338054248695955
"otp",20260450,16,0.0267843734962422,0.00117842189103367,2320,2.27384774120765e-06,0.03,-0.00321562650375781
"reciprocity",20260450,16,0.0882782688055371,0.00938915313969115,2320,2.27384774120765e-06,0.1,-0.0117217311944629
"same_group",20260450,16,0.340240234411943,0.0452459793831569,2320,2.27384774120765e-06,0.4,-0.0597597655880566
"baseline",20260446,24,-4.79561705902532,0.0481449523986255,2480,5.15882447871263e-11,-5,0.204382940974685
"difference_active",20260446,24,0.135959946344311,0.0238912724835555,2480,5.15882447871263e-11,0.15,-0.0140400536556888
"inertia",20260446,24,0.0358296110505435,0.00616692183936731,2480,5.15882447871263e-11,0.02,0.0158296110505435
"otp",20260446,24,0.0245563669819298,0.000840785672259801,2480,5.15882447871263e-11,0.03,-0.00544363301807017
"reciprocity",20260446,24,0.0783768953539088,0.00605483247941008,2480,5.15882447871263e-11,0.1,-0.0216231046460913
