IS_OBSERVED,SOURCE,TARGET,TIME,TYPE,WEIGHT,EVENT_INTERVAL_ID,EVENT,INTEGER_TIME,TIME_POINT,TIME_UNIT,EVENT_INTERVAL,s.r.sub.rep.1,reciprocation,absdiff.active,catdiff.group,otp
0,|20|,|19|,138.226059,,0.0,,789,138226059,730,138523610,730,3,5,1.29229906,0,38
0,|20|,|3|,138.226059,,0.0,,789,138226059,730,138523610,730,2,2,0.13256209,0,57
0,|20|,|4|,138.226059,,0.0,,789,138226059,730,138523610,730,2,5,0.20741381,0,43
0,|20|,|10|,138.226059,,0.0,,789,138226059,730,138523610,730,0,1,1.2874315,0,55
0,|20|,|11|,138.226059,,0.0,,789,138226059,730,138523610,730,1,5,0.34920767,0,89
0,|20|,|6|,138.226059,,0.0,,789,138226059,730,138523610,730,2,2,0.37425207,1,36
0,|20|,|12|,138.226059,,0.0,,789,138226059,730,138523610,730,2,0,0.18998739,0,48
0,|20|,|7|,138.226059,,0.0,,789,138226059,730,138523610,730,2,1,0.22678001,0,44
0,|20|,|13|,138.226059,,0.0,,789,138226059,730,138523610,730,1,1,0.78927882,1,56
0,|20|,|8|,138.226059,,0.0,,789,138226059,730,138523610,730,0,0,0.6496756,1,46
0,|20|,|14|,138.226059,,0.0,,789,138226059,730,138523610,730,1,0,0.13505471,0,59
1,|11|,|6|8|,138.492373,email,1,730,790,138492373,731,138789924,731,1,1.5,0.16275617,1,83.5
0,|11|,|17|19|,138.492373,,0.0,,791,138492373,731,138789924,731,6,3,0.62466974,0.5,103.5
0,|11|,|18|19|,138.492373,,0.0,,791,138492373,731,138789924,731,4,4.5,0.61946325,0,122.5
0,|11|,|1|10|,138.492373,,0.0,,791,138492373,731,138789924,731,1,3,1.27485803,0.5,92.5
0,|11|,|2|10|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,3,0.48896538,0.5,115
0,|11|,|12|1|,138.492373,,0.0,,791,138492373,731,138789924,731,2,1.5,1.07534364,0.5,87
0,|11|,|13|1|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,3,1.02578169,1,89.5
0,|11|,|12|3|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,0.5,0.37792031,0,111.5
0,|11|,|13|2|,138.492373,,0.0,,791,138492373,731,138789924,731,2,3,0.23988904,1,112
0,|11|,|14|1|,138.492373,,0.0,,791,138492373,731,138789924,731,1,3.5,1.0478773,0.5,88.5
0,|11|,|12|4|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,2,0.34049446,0,107.5
0,|11|,|15|1|,138.492373,,0.0,,791,138492373,731,138789924,731,3,3.5,1.06020145,0.5,76.5
0,|11|,|14|2|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,3.5,0.26198465,0.5,111
0,|11|,|15|2|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,3.5,0.2743088,0.5,99
0,|11|,|16|1|,138.492373,,0.0,,791,138492373,731,138789924,731,6,5,1.46748207,0.5,99
0,|11|,|7|10|,138.492373,,0.0,,791,138492373,731,138789924,731,0.5,1.5,0.75710576,0,114.5
0,|11|,|13|4|,138.492373,,0.0,,791,138492373,731,138789924,731,1,3.5,0.29093251,0.5,110
0,|11|,|12|6|,138.492373,,0.0,,791,138492373,731,138789924,731,1,1.5,0.28211973,0.5,94
0,|11|,|15|3|,138.492373,,0.0,,791,138492373,731,138789924,731,4.5,2.5,0.36277813,0,101
0,|11|,|16|2|,138.492373,,0.0,,791,138492373,731,138789924,731,6.5,5,0.68158942,0.5,121.5
0,|11|,|15|4|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,4,0.32535227,0,97
0,|11|,|13|6|,138.492373,,0.0,,791,138492373,731,138789924,731,0.5,3,0.23255778,1,96.5
0,|11|,|9|10|,138.492373,,0.0,,791,138492373,731,138789924,731,1,3.5,0.48741624,0,106.5
0,|11|,|17|2|,138.492373,,0.0,,791,138492373,731,138789924,731,5,3.5,0.17297751,1,97
0,|11|,|12|7|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,0,0.55759137,0,109
0,|11|,|15|5|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,3.5,0.46283272,0,83.5
0,|11|,|18|2|,138.492373,,0.0,,791,138492373,731,138789924,731,3,5,0.16777102,0.5,116
0,|11|,|12|8|,138.492373,,0.0,,791,138492373,731,138789924,731,2,0,0.41983149,0.5,95.5
0,|11|,|19|1|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,2.5,1.27729181,0.5,97
0,|11|,|12|9|,138.492373,,0.0,,791,138492373,731,138789924,731,2,2,0.28790185,0,101
0,|11|,|16|5|,138.492373,,0.0,,791,138492373,731,138789924,731,6.5,5,0.87011334,0,106
0,|11|,|13|8|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,1.5,0.37026954,1,98
0,|11|,|14|7|,138.492373,,0.0,,791,138492373,731,138789924,731,0.5,2,0.53012503,0,110.5
0,|11|,|15|6|,138.492373,,0.0,,791,138492373,731,138789924,731,2,3.5,0.26697754,0.5,83.5
0,|11|,|18|4|,138.492373,,0.0,,791,138492373,731,138789924,731,2,5.5,0.21881449,0,114
0,|11|,|13|9|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,3.5,0.2383399,0.5,103.5
0,|11|,|17|5|,138.492373,,0.0,,791,138492373,731,138789924,731,5,3.5,0.36150143,0.5,81.5
0,|11|,|16|6|,138.492373,,0.0,,791,138492373,731,138789924,731,5,5,0.67425816,0.5,106
0,|11|,|19|3|,138.492373,,0.0,,791,138492373,731,138789924,731,5,1.5,0.57986848,0,121.5
0,|11|,|15|7|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,2,0.54244918,0,98.5
0,|11|,|14|9|,138.492373,,0.0,,791,138492373,731,138789924,731,1,4,0.26043551,0,102.5
0,|11|,|16|7|,138.492373,,0.0,,791,138492373,731,138789924,731,5.5,3.5,0.9497298,0,121
0,|11|,|19|5|,138.492373,,0.0,,791,138492373,731,138789924,731,4,2.5,0.67992308,0,104
0,|11|,|18|6|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,5,0.16043976,0.5,100.5
0,|11|,|15|9|,138.492373,,0.0,,791,138492373,731,138789924,731,3,4,0.27275966,0,90.5
0,|11|,|16|8|,138.492373,,0.0,,791,138492373,731,138789924,731,6,3.5,0.81196993,0.5,107.5
0,|11|,|17|8|,138.492373,,0.0,,791,138492373,731,138789924,731,4.5,2,0.30335801,1,83
0,|11|,|16|9|,138.492373,,0.0,,791,138492373,731,138789924,731,6,5.5,0.68004028,0,113
0,|11|,|18|7|,138.492373,,0.0,,791,138492373,731,138789924,731,2,3.5,0.4359114,0,115.5
0,|11|,|12|20|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,0.5,0.44420136,0,99
0,|11|,|13|20|,138.492373,,0.0,,791,138492373,731,138789924,731,3,2,0.39463941,0.5,101.5
0,|11|,|14|20|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,2.5,0.41673502,0,100.5
0,|11|,|16|20|,138.492373,,0.0,,791,138492373,731,138789924,731,7.5,4,0.83633979,0,111
0,|11|,|17|20|,138.492373,,0.0,,791,138492373,731,138789924,731,6,2.5,0.32772788,0.5,86.5
0,|11|,|1|4|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,3.5,0.87664304,0.5,88.5
0,|11|,|2|3|,138.492373,,0.0,,791,138492373,731,138789924,731,4,2,0.12817625,0.5,115
0,|11|,|19|20|,138.492373,,0.0,,791,138492373,731,138789924,731,5,1.5,0.64614953,0,109
0,|11|,|1|5|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,3,1.01412349,0.5,75
0,|11|,|2|5|,138.492373,,0.0,,791,138492373,731,138789924,731,3,3,0.22823085,0.5,97.5
0,|11|,|1|7|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,1.5,1.09373995,0.5,90
0,|11|,|2|6|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,3,0.03237567,1,97.5
0,|11|,|3|5|,138.492373,,0.0,,791,138492373,731,138789924,731,4,2,0.31670017,0,99.5
0,|11|,|2|7|,138.492373,,0.0,,791,138492373,731,138789924,731,2,1.5,0.3078473,0.5,112.5
0,|11|,|4|6|,138.492373,,0.0,,791,138492373,731,138789924,731,0.5,3.5,0.08341913,0.5,95.5
0,|11|,|2|8|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,1.5,0.17008743,1,99
0,|11|,|3|7|,138.492373,,0.0,,791,138492373,731,138789924,731,3,0.5,0.39631663,0,114.5
0,|11|,|4|7|,138.492373,,0.0,,791,138492373,731,138789924,731,1,2,0.35889077,0,110.5
0,|11|,|4|8|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,2,0.2211309,0.5,97
0,|11|,|3|9|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,2.5,0.12662711,0,106.5
0,|11|,|5|7|,138.492373,,0.0,,791,138492373,731,138789924,731,2,1.5,0.49637122,0,97
0,|11|,|5|8|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,1.5,0.35861135,0.5,83.5
0,|11|,|4|9|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,4,0.08920125,0,102.5
0,|11|,|5|9|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,3.5,0.2266817,0,89
0,|11|,|7|9|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,2,0.30629816,0,104
0,|11|,|2|20|,138.492373,,0.0,,791,138492373,731,138789924,731,4,2,0.1944573,0.5,102.5
0,|11|,|5|20|,138.492373,,0.0,,791,138492373,731,138789924,731,4,2,0.38298122,0,87
0,|11|,|6|20|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,2,0.18712604,0.5,87
0,|11|,|8|20|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,0.5,0.3248378,0.5,88.5
0,|11|,|13|10|,138.492373,,0.0,,791,138492373,731,138789924,731,0.5,3,0.68914749,0.5,114
0,|11|,|14|10|,138.492373,,0.0,,791,138492373,731,138789924,731,0,3.5,0.71124311,0,113
0,|11|,|15|10|,138.492373,,0.0,,791,138492373,731,138789924,731,2,3.5,0.72356726,0,101
0,|11|,|12|13|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,1.5,0.4896331,0.5,108.5
0,|11|,|16|10|,138.492373,,0.0,,791,138492373,731,138789924,731,5,5,1.13084788,0,123.5
0,|11|,|12|14|,138.492373,,0.0,,791,138492373,731,138789924,731,1,2,0.51172871,0,107.5
0,|11|,|17|10|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,3.5,0.62223596,0.5,99
0,|11|,|12|15|,138.492373,,0.0,,791,138492373,731,138789924,731,3,2,0.52405287,0,95.5
0,|11|,|12|16|,138.492373,,0.0,,791,138492373,731,138789924,731,6,3.5,0.93133349,0,118
0,|11|,|19|10|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,2.5,0.94065761,0,121.5
0,|11|,|12|17|,138.492373,,0.0,,791,138492373,731,138789924,731,4.5,2,0.42272157,0.5,93.5
0,|11|,|14|15|,138.492373,,0.0,,791,138492373,731,138789924,731,2,4,0.49658653,0,97
0,|11|,|13|16|,138.492373,,0.0,,791,138492373,731,138789924,731,5.5,5,0.88177154,0.5,120.5
0,|11|,|14|16|,138.492373,,0.0,,791,138492373,731,138789924,731,5,5.5,0.90386715,0,119.5
0,|11|,|12|19|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,1,0.74114322,0,116
0,|11|,|14|17|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,4,0.39525523,0.5,95
0,|11|,|15|16|,138.492373,,0.0,,791,138492373,731,138789924,731,7,5.5,0.9161913,0,107.5
0,|11|,|14|18|,138.492373,,0.0,,791,138492373,731,138789924,731,1.5,5.5,0.39004874,0,114
0,|11|,|16|17|,138.492373,,0.0,,791,138492373,731,138789924,731,8.5,5.5,0.81486001,0.5,105.5
0,|11|,|14|19|,138.492373,,0.0,,791,138492373,731,138789924,731,2.5,3,0.71367688,0,117.5
0,|11|,|15|18|,138.492373,,0.0,,791,138492373,731,138789924,731,3.5,5.5,0.4023729,0,102
0,|11|,|15|19|,138.492373,,0.0,,791,138492373,731,138789924,731,4.5,3,0.72600104,0,105.5
0,|11|,|16|19|,138.492373,,0.0,,791,138492373,731,138789924,731,7.5,4.5,1.13328166,0,128
1,|17|,|18|,138.530471,email,1,731,792,138530471,732,138828022,732,2,1,0.6020832,1,82
0,|17|,|6|,138.530471,,0.0,,792,138530471,732,138828022,732,2,1,0.3312925,0,60
0,|17|,|12|,138.530471,,0.0,,792,138530471,732,138828022,732,2,4,0.23294696,1,54
0,|17|,|7|,138.530471,,0.0,,792,138530471,732,138828022,732,0,1,0.26973959,1,68
0,|17|,|13|,138.530471,,0.0,,792,138530471,732,138828022,732,2,3,0.74631925,0,74
0,|17|,|8|,138.530471,,0.0,,792,138530471,732,138828022,732,3,3,0.60671602,0,33
0,|17|,|14|,138.530471,,0.0,,792,138530471,732,138828022,732,1,1,0.17801428,1,85
0,|17|,|9|,138.530471,,0.0,,792,138530471,732,138828022,732,2,1,0.26963945,1,61
0,|17|,|15|,138.530471,,0.0,,792,138530471,732,138828022,732,0,2,0.20266259,1,79
0,|17|,|16|,138.530471,,0.0,,792,138530471,732,138828022,732,1,0,1.62972001,1,117
0,|17|,|1|,138.530471,,0.0,,792,138530471,732,138828022,732,3,1,1.30524413,0,54
0,|17|,|2|,138.530471,,0.0,,792,138530471,732,138828022,732,1,3,0.34595502,0,66
0,|17|,|19|,138.530471,,0.0,,792,138530471,732,138828022,732,1,3,1.24933948,1,55
0,|17|,|3|,138.530471,,0.0,,792,138530471,732,138828022,732,4,0,0.08960252,1,69
0,|17|,|20|,138.530471,,0.0,,792,138530471,732,138828022,732,2,2,0.04295958,1,43
0,|17|,|4|,138.530471,,0.0,,792,138530471,732,138828022,732,2,0,0.16445423,1,66
0,|17|,|10|,138.530471,,0.0,,792,138530471,732,138828022,732,3,3,1.24447193,1,65
0,|17|,|5|,138.530471,,0.0,,792,138530471,732,138828022,732,1,1,0.72300285,1,67
0,|17|,|11|,138.530471,,0.0,,792,138530471,732,138828022,732,4,7,0.30624809,1,86
1,|12|,|15|,138.610668,email,1,732,793,138610668,733,138908219,733,2,4,0.03028437,0,59
0,|12|,|8|,138.610668,,0.0,,793,138610668,733,138908219,733,5,3,0.83966299,1,49
0,|12|,|14|,138.610668,,0.0,,793,138610668,733,138908219,733,3,2,0.05493268,0,75
0,|12|,|9|,138.610668,,0.0,,793,138610668,733,138908219,733,2,1,0.50258641,0,47
0,|12|,|16|,138.610668,,0.0,,793,138610668,733,138908219,733,2,6,1.86266697,0,104
0,|12|,|17|,138.610668,,0.0,,793,138610668,733,138908219,733,4,2,0.23294696,1,55
0,|12|,|1|,138.610668,,0.0,,793,138610668,733,138908219,733,0,1,1.07229717,1,52
0,|12|,|18|,138.610668,,0.0,,793,138610668,733,138908219,733,1,1,0.83503017,0,58
0,|12|,|2|,138.610668,,0.0,,793,138610668,733,138908219,733,1,2,0.57890198,1,69
0,|12|,|19|,138.610668,,0.0,,793,138610668,733,138908219,733,4,1,1.48228644,0,38
0,|12|,|3|,138.610668,,0.0,,793,138610668,733,138908219,733,1,3,0.32254948,0,80
0,|12|,|20|,138.610668,,0.0,,793,138610668,733,138908219,733,0,2,0.18998739,0,48
0,|12|,|4|,138.610668,,0.0,,793,138610668,733,138908219,733,2,1,0.3974012,0,50
0,|12|,|10|,138.610668,,0.0,,793,138610668,733,138908219,733,3,2,1.47741889,0,67
0,|12|,|5|,138.610668,,0.0,,793,138610668,733,138908219,733,0,1,0.95594982,0,71
0,|12|,|11|,138.610668,,0.0,,793,138610668,733,138908219,733,0,2,0.53919505,0,113
0,|12|,|6|,138.610668,,0.0,,793,138610668,733,138908219,733,2,5,0.56423946,1,41
0,|12|,|7|,138.610668,,0.0,,793,138610668,733,138908219,733,2,3,0.03679263,0,58
0,|12|,|13|,138.610668,,0.0,,793,138610668,733,138908219,733,1,3,0.97926621,1,64
1,|4|,|7|,138.830928,email,1,733,794,138830928,734,139128479,734,3,1,0.43419382,0,48
0,|4|,|18|,138.830928,,0.0,,794,138830928,734,139128479,734,2,1,0.43762897,0,99
0,|4|,|2|,138.830928,,0.0,,794,138830928,734,139128479,734,3,3,0.18150078,1,63
0,|4|,|19|,138.830928,,0.0,,794,138830928,734,139128479,734,1,2,1.08488525,0,66
0,|4|,|3|,138.830928,,0.0,,794,138830928,734,139128479,734,1,2,0.07485172,0,82
0,|4|,|20|,138.830928,,0.0,,794,138830928,734,139128479,734,5,2,0.20741381,0,44
0,|4|,|10|,138.830928,,0.0,,794,138830928,734,139128479,734,0,1,1.08001769,0,84
0,|4|,|5|,138.830928,,0.0,,794,138830928,734,139128479,734,1,2,0.55854862,0,74
0,|4|,|11|,138.830928,,0.0,,794,138830928,734,139128479,734,4,1,0.14179386,0,113
0,|4|,|6|,138.830928,,0.0,,794,138830928,734,139128479,734,2,1,0.16683826,1,58
0,|4|,|12|,138.830928,,0.0,,794,138830928,734,139128479,734,1,2,0.3974012,0,52
0,|4|,|13|,138.830928,,0.0,,794,138830928,734,139128479,734,1,0,0.58186501,1,70
0,|4|,|8|,138.830928,,0.0,,794,138830928,734,139128479,734,2,0,0.44226179,1,37
0,|4|,|14|,138.830928,,0.0,,794,138830928,734,139128479,734,1,1,0.34246852,0,84
0,|4|,|9|,138.830928,,0.0,,794,138830928,734,139128479,734,3,1,0.10518521,0,67
0,|4|,|15|,138.830928,,0.0,,794,138830928,734,139128479,734,2,2,0.36711682,0,60
0,|4|,|16|,138.830928,,0.0,,794,138830928,734,139128479,734,3,6,1.46526578,0,127
0,|4|,|17|,138.830928,,0.0,,794,138830928,734,139128479,734,0,2,0.16445423,1,68
0,|4|,|1|,138.830928,,0.0,,794,138830928,734,139128479,734,1,0,1.46969836,1,55
1,|4|,|13|,139.037583,email,1,734,795,139037583,735,139335134,735,1,0,0.58186501,1,71
0,|4|,|18|,139.037583,,0.0,,795,139037583,735,139335134,735,2,1,0.43762897,0,99
0,|4|,|2|,139.037583,,0.0,,795,139037583,735,139335134,735,3,3,0.18150078,1,65
0,|4|,|19|,139.037583,,0.0,,795,139037583,735,139335134,735,1,2,1.08488525,0,67
0,|4|,|3|,139.037583,,0.0,,795,139037583,735,139335134,735,1,2,0.07485172,0,88
0,|4|,|20|,139.037583,,0.0,,795,139037583,735,139335134,735,5,2,0.20741381,0,46
0,|4|,|10|,139.037583,,0.0,,795,139037583,735,139335134,735,0,1,1.08001769,0,89
0,|4|,|5|,139.037583,,0.0,,795,139037583,735,139335134,735,1,2,0.55854862,0,75
0,|4|,|11|,139.037583,,0.0,,795,139037583,735,139335134,735,4,1,0.14179386,0,114
0,|4|,|6|,139.037583,,0.0,,795,139037583,735,139335134,735,2,1,0.16683826,1,59
0,|4|,|12|,139.037583,,0.0,,795,139037583,735,139335134,735,1,2,0.3974012,0,54
0,|4|,|7|,139.037583,,0.0,,795,139037583,735,139335134,735,4,1,0.43419382,0,48
0,|4|,|8|,139.037583,,0.0,,795,139037583,735,139335134,735,2,0,0.44226179,1,39
0,|4|,|14|,139.037583,,0.0,,795,139037583,735,139335134,735,1,1,0.34246852,0,91
0,|4|,|9|,139.037583,,0.0,,795,139037583,735,139335134,735,3,1,0.10518521,0,68
0,|4|,|15|,139.037583,,0.0,,795,139037583,735,139335134,735,2,2,0.36711682,0,60
0,|4|,|16|,139.037583,,0.0,,795,139037583,735,139335134,735,3,6,1.46526578,0,130
0,|4|,|17|,139.037583,,0.0,,795,139037583,735,139335134,735,0,2,0.16445423,1,68
0,|4|,|1|,139.037583,,0.0,,795,139037583,735,139335134,735,1,0,1.46969836,1,56
1,|10|,|17|,139.163401,email,1,735,796,139163401,736,139460952,736,3,3,1.24447193,1,69
0,|10|,|14|,139.163401,,0.0,,796,139163401,736,139460952,736,1,4,1.42248621,0,110
0,|10|,|9|,139.163401,,0.0,,796,139163401,736,139460952,736,4,1,0.97483248,0,59
0,|10|,|15|,139.163401,,0.0,,796,139163401,736,139460952,736,2,2,1.44713451,0,64
0,|10|,|16|,139.163401,,0.0,,796,139163401,736,139460952,736,3,3,0.38524809,0,127
0,|10|,|1|,139.163401,,0.0,,796,139163401,736,139460952,736,1,2,2.54971605,1,54
0,|10|,|18|,139.163401,,0.0,,796,139163401,736,139460952,736,4,1,0.64238872,0,76
0,|10|,|2|,139.163401,,0.0,,796,139163401,736,139460952,736,1,0,0.89851691,1,76
0,|10|,|19|,139.163401,,0.0,,796,139163401,736,139460952,736,0,0,0.00486756,0,62
0,|10|,|3|,139.163401,,0.0,,796,139163401,736,139460952,736,2,4,1.15486941,0,95
0,|10|,|20|,139.163401,,0.0,,796,139163401,736,139460952,736,1,0,1.2874315,0,56
0,|10|,|4|,139.163401,,0.0,,796,139163401,736,139460952,736,1,0,1.08001769,0,90
0,|10|,|5|,139.163401,,0.0,,796,139163401,736,139460952,736,1,1,0.52146907,0,77
0,|10|,|11|,139.163401,,0.0,,796,139163401,736,139460952,736,3,0,0.93822383,0,121
0,|10|,|6|,139.163401,,0.0,,796,139163401,736,139460952,736,2,1,0.91317943,1,59
0,|10|,|12|,139.163401,,0.0,,796,139163401,736,139460952,736,2,3,1.47741889,0,69
0,|10|,|7|,139.163401,,0.0,,796,139163401,736,139460952,736,5,4,1.51421151,0,60
0,|10|,|13|,139.163401,,0.0,,796,139163401,736,139460952,736,1,4,0.49815268,1,77
0,|10|,|8|,139.163401,,0.0,,796,139163401,736,139460952,736,2,0,0.6377559,1,48
1,|7|,|18|,139.274676,email,1,736,797,139274676,737,139572227,737,2,0,0.87182279,0,64
0,|7|,|17|,139.274676,,0.0,,797,139274676,737,139572227,737,1,0,0.26973959,1,70
0,|7|,|1|,139.274676,,0.0,,797,139274676,737,139572227,737,3,1,1.03550454,1,41
0,|7|,|2|,139.274676,,0.0,,797,139274676,737,139572227,737,0,2,0.6156946,1,54
0,|7|,|19|,139.274676,,0.0,,797,139274676,737,139572227,737,2,1,1.51907907,0,57
0,|7|,|3|,139.274676,,0.0,,797,139274676,737,139572227,737,4,6,0.3593421,0,74
0,|7|,|20|,139.274676,,0.0,,797,139274676,737,139572227,737,1,2,0.22678001,0,44
0,|7|,|4|,139.274676,,0.0,,797,139274676,737,139572227,737,1,4,0.43419382,0,49
0,|7|,|10|,139.274676,,0.0,,797,139274676,737,139572227,737,4,5,1.51421151,0,61
0,|7|,|5|,139.274676,,0.0,,797,139274676,737,139572227,737,0,1,0.99274244,0,54
0,|7|,|11|,139.274676,,0.0,,797,139274676,737,139572227,737,0,1,0.57598768,0,112
0,|7|,|6|,139.274676,,0.0,,797,139274676,737,139572227,737,0,1,0.60103208,1,53
0,|7|,|12|,139.274676,,0.0,,797,139274676,737,139572227,737,3,2,0.03679263,0,59
0,|7|,|13|,139.274676,,0.0,,797,139274676,737,139572227,737,1,1,1.01605883,1,67
0,|7|,|8|,139.274676,,0.0,,797,139274676,737,139572227,737,0,2,0.87645561,1,43
0,|7|,|14|,139.274676,,0.0,,797,139274676,737,139572227,737,3,7,0.0917253,0,75
0,|7|,|9|,139.274676,,0.0,,797,139274676,737,139572227,737,3,1,0.53937903,0,50
0,|7|,|15|,139.274676,,0.0,,797,139274676,737,139572227,737,1,0,0.067077,0,63
0,|7|,|16|,139.274676,,0.0,,797,139274676,737,139572227,737,4,3,1.8994596,0,109
1,|2|,|6|,139.372925,email,1,737,798,139372925,738,139670476,738,3,1,0.01466252,0,63
0,|2|,|19|,139.372925,,0.0,,798,139372925,738,139670476,738,1,1,0.90338447,1,57
0,|2|,|3|,139.372925,,0.0,,798,139372925,738,139670476,738,3,1,0.2563525,1,69
0,|2|,|20|,139.372925,,0.0,,798,139372925,738,139670476,738,1,2,0.38891459,1,53
0,|2|,|4|,139.372925,,0.0,,798,139372925,738,139670476,738,3,3,0.18150078,1,67
0,|2|,|10|,139.372925,,0.0,,798,139372925,738,139670476,738,0,1,0.89851691,1,79
0,|2|,|5|,139.372925,,0.0,,798,139372925,738,139670476,738,0,0,0.37704784,1,68
0,|2|,|11|,139.372925,,0.0,,798,139372925,738,139670476,738,3,3,0.03970693,1,119
0,|2|,|12|,139.372925,,0.0,,798,139372925,738,139670476,738,2,1,0.57890198,1,73
0,|2|,|7|,139.372925,,0.0,,798,139372925,738,139670476,738,2,0,0.6156946,1,54
0,|2|,|13|,139.372925,,0.0,,798,139372925,738,139670476,738,2,3,0.40036423,0,74
0,|2|,|8|,139.372925,,0.0,,798,139372925,738,139670476,738,3,3,0.26076101,0,44
0,|2|,|14|,139.372925,,0.0,,798,139372925,738,139670476,738,1,0,0.5239693,1,86
0,|2|,|9|,139.372925,,0.0,,798,139372925,738,139670476,738,0,1,0.07631557,1,64
0,|2|,|15|,139.372925,,0.0,,798,139372925,738,139670476,738,4,1,0.54861761,1,68
0,|2|,|16|,139.372925,,0.0,,798,139372925,738,139670476,738,3,3,1.28376499,1,113
0,|2|,|17|,139.372925,,0.0,,798,139372925,738,139670476,738,3,1,0.34595502,0,66
0,|2|,|1|,139.372925,,0.0,,798,139372925,738,139670476,738,2,1,1.65119915,0,54
0,|2|,|18|,139.372925,,0.0,,798,139372925,738,139670476,738,0,1,0.25612819,1,76
1,|18|,|3|,139.62467,email,1,738,799,139624670,739,139922221,739,0,4,0.51248069,0,77
0,|18|,|6|,139.62467,,0.0,,799,139624670,739,139922221,739,1,0,0.27079071,1,69
0,|18|,|12|,139.62467,,0.0,,799,139624670,739,139922221,739,1,1,0.83503017,0,60
0,|18|,|7|,139.62467,,0.0,,799,139624670,739,139922221,739,0,3,0.87182279,0,64
0,|18|,|13|,139.62467,,0.0,,799,139624670,739,139922221,739,1,2,0.14423604,1,80
0,|18|,|8|,139.62467,,0.0,,799,139624670,739,139922221,739,2,1,0.00463282,1,32
0,|18|,|14|,139.62467,,0.0,,799,139624670,739,139922221,739,3,2,0.78009749,0,79
0,|18|,|9|,139.62467,,0.0,,799,139624670,739,139922221,739,3,1,0.33244376,0,85
0,|18|,|15|,139.62467,,0.0,,799,139624670,739,139922221,739,2,1,0.80474579,0,85
0,|18|,|16|,139.62467,,0.0,,799,139624670,739,139922221,739,4,3,1.02763681,0,153
0,|18|,|17|,139.62467,,0.0,,799,139624670,739,139922221,739,1,3,0.6020832,1,82
0,|18|,|1|,139.62467,,0.0,,799,139624670,739,139922221,739,3,0,1.90732733,1,61
0,|18|,|2|,139.62467,,0.0,,799,139624670,739,139922221,739,1,0,0.25612819,1,77
0,|18|,|19|,139.62467,,0.0,,799,139624670,739,139922221,739,2,0,0.64725628,0,78
0,|18|,|20|,139.62467,,0.0,,799,139624670,739,139922221,739,5,2,0.64504278,0,44
0,|18|,|4|,139.62467,,0.0,,799,139624670,739,139922221,739,1,2,0.43762897,0,100
0,|18|,|10|,139.62467,,0.0,,799,139624670,739,139922221,739,1,4,0.64238872,0,77
0,|18|,|5|,139.62467,,0.0,,799,139624670,739,139922221,739,2,5,0.12091965,0,84
0,|18|,|11|,139.62467,,0.0,,799,139624670,739,139922221,739,7,3,0.29583511,0,122
1,|9|,|12|,139.661262,email,1,739,800,139661262,740,139958813,740,1,2,0.50258641,0,49
0,|9|,|16|,139.661262,,0.0,,800,139661262,740,139958813,740,3,6,1.36008057,0,105
0,|9|,|17|,139.661262,,0.0,,800,139661262,740,139958813,740,1,2,0.26963945,1,62
0,|9|,|1|,139.661262,,0.0,,800,139661262,740,139958813,740,2,3,1.57488357,1,40
0,|9|,|18|,139.661262,,0.0,,800,139661262,740,139958813,740,1,3,0.33244376,0,87
0,|9|,|2|,139.661262,,0.0,,800,139661262,740,139958813,740,1,0,0.07631557,1,65
